timestamp,x,y,z
2024-12-21 19:24:10.499189,6.354957781195088,-0.5231892859895478,0.008528852594578957
2024-12-21 19:24:10.499189,7.165883770559973,-1.3613472365244632,0.018693361799050085
2024-12-21 19:24:10.499189,5.999964401235891,-0.7358468347995171,0.015533012522787635
2024-12-21 19:24:10.499189,5.870475100129829,-0.5629086346856496,0.008155142900669307
2024-12-21 19:24:10.499189,6.048325967119374,-0.3290578284259621,0.015642102519285366
2024-12-21 19:24:10.499189,6.6235255148919,-0.39789990121142127,0.004965528736497237
2024-12-21 19:24:10.499189,6.636742835831916,-0.34125972890532763,0.00586402668213179
2024-12-21 19:24:10.499189,6.574969996672897,-0.31781137734009535,-0.007478355376476447
2024-12-21 19:24:10.499189,5.863540088294821,0.1745596124445774,0.0009220755379517215
2024-12-21 19:24:10.499189,6.104112319042204,0.5370285056045467,-0.004157868891592844
2024-12-21 19:24:10.499189,6.277129185640666,1.2116630824170256,-0.015672270536741684
2024-12-21 19:24:10.499189,7.594924636240889,1.180708395302293,-0.01289074939910582
2024-12-21 19:24:10.499189,7.983862887883092,1.6992226354514557,-0.030445563436923423
2024-12-21 19:24:10.499189,7.794091721302377,2.0586691468191014,-0.012053784246016556
2024-12-21 19:24:10.499189,8.70689229692856,1.5760032450281414,-0.014890243187612137
2024-12-21 19:24:10.499189,8.334049086967289,2.1634742149015906,-0.03228288748634911
2024-12-21 19:24:10.499189,7.471695989592241,2.201089464316563,-0.022477134544640863
2024-12-21 19:24:10.499189,7.553736415536738,1.941172613314552,-0.024665400952025292
2024-12-21 19:24:10.499189,7.0085252431814835,1.908123061938998,-0.04251891506909904
2024-12-21 19:24:10.499189,6.284696878006219,2.049583409570845,-0.027051041598141836
2024-12-21 19:24:10.499189,6.250402193712613,2.391717550077329,-0.03146636720033997
2024-12-21 19:24:10.499189,6.607955732680788,1.7925839901336413,-0.037846305616802245
2024-12-21 19:24:10.499189,6.440693412501558,1.521161621901267,-0.028965176614489
2024-12-21 19:24:10.499189,6.050687446061022,1.2795424957215478,-0.015623973748443157
2024-12-21 19:24:10.499189,5.176406981634158,0.7648241566585133,-0.006177829646461979
2024-12-21 19:24:10.499189,3.641873369175594,0.30696453389347206,0.03255824801348732
2024-12-21 19:24:10.499189,3.9627200764576633,-0.4345720043789932,0.06540745137569431
2024-12-21 19:24:10.499189,5.634713280939032,-1.8964476038937161,0.05357039329207633
2024-12-21 19:24:10.499189,6.208294068301859,-1.9719312567965035,0.04839701143540632
